split_name,split_value,metric,n,delta_mean,delta_ci_low,delta_ci_high,status
all,ALL,relaxed_within_96,111,0.0,0.0,0.0,includes_zero
all,ALL,auc_excess_rv,111,0.25390651555673777,0.2025481050316563,0.30823134413377623,positive
all,ALL,rv_decay_half_life,111,11.176576576576576,10.32743243243243,12.106351351351353,positive
all,ALL,secondary_shock_within_h,111,0.7711711711711711,0.6936486486486486,0.8468468468468467,positive
all,ALL,range_pct_96,111,0.04793225190117595,0.033876017843080704,0.06476642607569856,positive
symbol,BTCUSDT,relaxed_within_96,55,0.0,0.0,0.0,includes_zero
symbol,BTCUSDT,auc_excess_rv,55,0.20596733798007996,0.157436937403875,0.2588051370035263,positive
symbol,BTCUSDT,rv_decay_half_life,55,11.567272727272726,10.181545454545454,12.916454545454547,positive
symbol,BTCUSDT,secondary_shock_within_h,55,0.7345454545454544,0.6217272727272727,0.84,positive
symbol,BTCUSDT,range_pct_96,55,0.04240654562168867,0.025891345076880914,0.06199357515747596,positive
symbol,ETHUSDT,relaxed_within_96,56,0.0,0.0,0.0,includes_zero
symbol,ETHUSDT,auc_excess_rv,56,0.3009896363909554,0.21819288917761262,0.39458701043931377,positive
symbol,ETHUSDT,rv_decay_half_life,56,10.792857142857143,9.692767857142856,11.992946428571427,positive
symbol,ETHUSDT,secondary_shock_within_h,56,0.8071428571428572,0.6928571428571428,0.9071428571428571,positive
symbol,ETHUSDT,range_pct_96,56,0.05335928485424381,0.031032143375697322,0.08167260818919338,positive
bull_bear,bear,relaxed_within_96,69,0.0,0.0,0.0,includes_zero
bull_bear,bear,auc_excess_rv,69,0.2888538178112983,0.2242648789083429,0.355687045519076,positive
bull_bear,bear,rv_decay_half_life,69,10.744927536231884,9.594130434782604,11.913478260869564,positive
bull_bear,bear,secondary_shock_within_h,69,0.7739130434782607,0.6782608695652174,0.8666666666666666,positive
bull_bear,bear,range_pct_96,69,0.0589263374937981,0.039936016906137926,0.08493627230956093,positive
bull_bear,bull,relaxed_within_96,42,0.0,0.0,0.0,includes_zero
bull_bear,bull,auc_excess_rv,42,0.19649309042424554,0.12615247107478006,0.27294286424605246,positive
bull_bear,bull,rv_decay_half_life,42,11.885714285714286,10.56154761904762,13.295833333333336,positive
bull_bear,bull,secondary_shock_within_h,42,0.7666666666666666,0.6523809523809524,0.8761904761904761,positive
bull_bear,bull,range_pct_96,42,0.029870539856153854,0.011401516011391622,0.04883316065331168,positive
vol_regime,high,relaxed_within_96,35,0.0,0.0,0.0,includes_zero
vol_regime,high,auc_excess_rv,35,0.4258470023726733,0.3121005955686863,0.5579112011077665,positive
vol_regime,high,rv_decay_half_life,35,10.937142857142856,9.274142857142857,12.617285714285712,positive
vol_regime,high,secondary_shock_within_h,35,0.7885714285714286,0.64,0.9087142857142856,positive
vol_regime,high,range_pct_96,35,0.07292962533932552,0.04067792425101056,0.1140144964136601,positive
vol_regime,low,relaxed_within_96,76,0.0,0.0,0.0,includes_zero
vol_regime,low,auc_excess_rv,76,0.1747233966283465,0.13880594831305315,0.21790988588290058,positive
vol_regime,low,rv_decay_half_life,76,11.286842105263158,10.312565789473688,12.38815789473684,positive
vol_regime,low,secondary_shock_within_h,76,0.7631578947368421,0.6631578947368421,0.8500657894736842,positive
vol_regime,low,range_pct_96,76,0.036420303607291295,0.023331742875938616,0.05094660016739424,positive
